site,transect,survey1,survey2,survey3,survey4,survey5,survey6,precip1,precip2,precip3,precip4,precip5,precip6,Lat,Long,tpi_100,solar,twi_10,elev,Slope,Aspect,temp1,temp2,temp3,temp4,temp5,temp6,RH1,RH2,RH3,RH4,RH5,RH6,rain1,rain2,rain3,rain4,rain5,rain6,veg1,veg2,veg3,veg4,veg5,veg6,ground1,ground2,ground3,ground4,ground5,ground6,trail,day1,day2,day3,day4,day5,day6,canopy,litdepth,gcover,DCON1,DCON2,DCON3,DCON4,DCON5,DCON6,DIMI1,DIMI2,DIMI3,DIMI4,DIMI5,DIMI6,DMON1,DMON2,DMON3,DMON4,DMON5,DMON6,DOCO1,DOCO2,DOCO3,DOCO4,DOCO5,DOCO6,DQUA1,DQUA2,DQUA3,DQUA4,DQUA5,DQUA6,DSAN1,DSAN2,DSAN3,DSAN4,DSAN5,DSAN6,DWRI1,DWRI2,DWRI3,DWRI4,DWRI5,DWRI6,EWIL1,EWIL2,EWIL3,EWIL4,EWIL5,EWIL6,GPOR1,GPOR2,GPOR3,GPOR4,GPOR5,GPOR6,NVIR1,NVIR2,NVIR3,NVIR4,NVIR5,NVIR6,PGLU1,PGLU2,PGLU3,PGLU4,PGLU5,PGLU6,PJOR1,PJOR2,PJOR3,PJOR4,PJOR5,PJOR6,PSER1,PSER2,PSER3,PSER4,PSER5,PSER6,PTEY1,PTEY2,PTEY3,PTEY4,PTEY5,PTEY6
18,18-1,7,6,7,9,9,NA,0.296668321,1.840741873,17.86756325,8.906433105,4.581250191,NA,35.59974000000,-83.42330000000,3.49511718750,0,-8.75922489166,1435.69689941000,24.41896057130,278.90768432600,15.3,17.4,17.1,19.3,19.5,NA,93.9,81.9,81.2,83.2,83.8,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,0,1,2,0,NA,1,41075,41078,41101,41104,41109,NA,92.56942067,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18-2,5,6,11,4,8,NA,0.296668321,1.840741873,17.86756325,8.906433105,4.581250191,NA,35.59953800000,-83.42334600000,3.44665527344,0,-8.41800689697,1432.09521484000,20.39388847350,263.58648681600,15.3,17.4,17.1,19.3,19.5,NA,93.9,81.9,81.2,83.2,83.8,NA,0,0,1,0,0,NA,1,0,1,1,0,NA,1,0,1,2,0,NA,1,41075,41078,41101,41104,41109,NA,94.09720333,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18-3,2,1,1,5,5,NA,0.296668321,1.840741873,17.86756325,8.906433105,4.581250191,NA,35.59934100000,-83.42341800000,3.74060058594,8,-9.00882244110,1428.41882324000,17.52461433410,232.48313903800,15.3,17.4,17.1,19.3,19.5,NA,93.9,81.9,81.2,83.2,83.8,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,0,1,2,0,NA,1,41075,41078,41101,41104,41109,NA,93.333312,11.4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18-4,1,NA,NA,NA,NA,NA,0.296668321,1.840741873,17.86756325,8.906433105,4.581250191,NA,35.59922500000,-83.42332400000,3.73168945313,13,-8.98067474365,1428.11547852000,18.60097694400,218.19590759300,15.3,NA,NA,NA,NA,NA,93.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,41075,NA,NA,NA,NA,NA,92.84719933,11.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19-1,13,49,18,27,36,NA,0.849378645,1.648576856,0.946315467,19.28724861,4.982352734,NA,35.60782500000,-83.43768100000,-5.40954589844,0,-7.90490388870,1501.65454102000,21.93208694460,169.99871826200,14.9,17.2,16.2,16.8,21.2,NA,92,83.2,88.9,94.6,78.2,NA,0,0,2,2,0,NA,1,0,2,2,0,NA,1,1,2,2,0,NA,0,41075,41078,41082,41103,41109,NA,91.874974,33,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,49,18,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19-2,16,39,27,17,52,NA,0.849378645,1.648576856,0.946315467,19.28724861,4.982352734,NA,35.60779300000,-83.43755800000,-4.85913085938,0,-7.81803512573,1500.96533203000,22.63209152220,168.71142578100,14.9,17.2,16.2,16.8,21.2,NA,92,83.2,88.9,94.6,78.2,NA,0,0,2,2,0,NA,1,0,2,2,0,NA,1,1,2,2,0,NA,0,41075,41078,41082,41103,41109,NA,91.874974,26.4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,39,27,17,52,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19-3,12,27,19,14,25,NA,0.849378645,1.648576856,0.946315467,19.28724861,4.982352734,NA,35.60777600000,-83.43750500000,-7.26257324219,1,-3.66416120529,1497.31237793000,16.94111824040,158.68582153300,14.9,17.2,16.2,16.8,21.2,NA,92,83.2,88.9,94.6,78.2,NA,0,0,0,2,0,NA,1,0,2,2,0,NA,1,1,2,2,0,NA,0,41075,41078,41082,41103,41109,NA,91.66664,23.6,45,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,19,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19-4,5,NA,NA,NA,NA,NA,0.849378645,1.648576856,0.946315467,19.28724861,4.982352734,NA,35.60780900000,-83.43734300000,-4.25488281250,0,-7.62541723251,1499.13684082000,24.48077392580,161.55595397900,14.9,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,41075,NA,NA,NA,NA,NA,91.31941667,25.4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2-1,0,0,0,0,0,NA,4.414315224,0.216696441,22.24572945,1.927356482,4.886666775,NA,35.53760000000,-83.30178100000,-1.27539062500,0,-7.75246238708,652.13159179700,13.41668987270,165.09268188500,19.5,18.7,21.3,19.6,22.2,NA,86.6,87.3,82.1,86.8,95.6,NA,0,0,0,0,2,NA,0,0,1,1,2,NA,0,0,1,1,2,NA,0,41076,41080,41099,41105,41109,NA,90.90274867,24,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2-2,0,0,0,0,0,NA,4.413643837,0.216696441,22.24572945,1.927356482,4.886666775,NA,35.53764100000,-83.30174300000,-0.99688720703,0,-7.77019405365,651.74243164100,13.55851650240,161.95996093800,19.5,18.7,21.3,19.6,22.2,NA,86.6,87.3,82.1,86.8,95.6,NA,0,0,0,0,2,NA,0,0,1,1,2,NA,0,0,1,1,2,NA,0,41076,41080,41099,41105,41109,NA,91.458306,29.8,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2-3,0,0,0,0,0,NA,5.382514,0.216696441,22.24572945,1.927356482,4.886666775,NA,35.53769100000,-83.30170800000,-1.21594238281,0,-7.92521047592,654.32348632800,14.96248054500,155.81710815400,19.5,18.7,21.3,19.6,22.2,NA,86.6,87.3,82.1,86.8,95.6,NA,0,0,0,0,2,NA,0,0,1,1,2,NA,0,0,1,1,2,NA,0,41076,41080,41099,41105,41109,NA,91.52775067,26.8,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2-4,0,NA,NA,NA,NA,NA,5.382514,0.216696441,22.24572945,1.927356482,4.886666775,NA,35.53775400000,-83.30159700000,-1.64019775391,0,-7.86159324646,653.27770996100,14.99930477140,154.35656738300,19.5,NA,NA,NA,NA,NA,86.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,41076,NA,NA,NA,NA,NA,92.083308,28.6,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21A,21A-1,4,15,15,25,18,NA,0.592713058,0,21.05649376,2.986995697,11.18124962,NA,35.60807800000,-83.44869500000,2.17565917969,114,-9.25817108154,1644.30541992000,26.31317520140,359.59707641600,13.8,17.1,15.8,17.7,18.3,NA,89.8,83.7,91.5,91.29,84.1,NA,1,0,0,0,1,NA,2,0,1,1,2,NA,2,0,1,1,2,NA,0,41074,41080,41100,41105,41110,NA,91.11108267,27.4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,15,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0
21A,21A-2,4,19,14,19,20,NA,0.592713058,0,21.05649376,2.986995697,11.18124962,NA,35.60802500000,-83.44887000000,3.16723632813,130,-9.03130149841,1649.22680664000,24.79730224610,356.96350097700,13.8,17.1,15.8,17.7,18.3,NA,89.8,83.7,91.5,91.29,84.1,NA,1,0,0,0,1,NA,2,0,1,1,2,NA,2,0,1,1,2,NA,1,41074,41080,41100,41105,41110,NA,91.73608467,27.4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,14,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0
21A,21A-3,8,25,10,13,23,NA,0.592713058,0,21.05649376,2.986995697,11.18124962,NA,35.60814400000,-83.44867500000,2.17565917969,114,-9.25817108154,1644.30541992000,26.31317520140,359.59707641600,13.8,17.1,15.8,17.7,18.3,NA,89.8,83.7,91.5,91.29,84.1,NA,1,0,0,0,1,NA,2,0,1,1,2,NA,2,0,1,1,2,NA,0,41074,41080,41100,41105,41110,NA,92.56942067,24.2,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,10,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0
21A,21A-4,9,21,6,15,23,NA,0.592713058,0,21.05649376,2.986995697,11.18124962,NA,35.60824500000,-83.44865900000,-0.27770996094,114,-9.03989028931,1633.75097656000,27.80080604550,353.86056518600,13.8,17.1,15.8,17.7,18.3,NA,89.8,83.7,91.5,91.29,84.1,NA,1,0,0,0,1,NA,2,0,1,1,2,NA,2,0,1,1,2,NA,0,41074,41080,41100,41105,41110,NA,92.01386333,31,60,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,6,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0
21A,21A-5,25,25,40,42,52,NA,0.592713058,0,21.05649376,2.986995697,11.18124962,NA,35.60796600000,-83.44813000000,7.16381835938,136,-9.01101589203,1648.91088867000,8.00408554077,3.28039550781,13.8,17.1,15.8,17.7,18.3,NA,89.8,83.7,91.5,91.29,84.1,NA,1,0,0,0,1,NA,2,0,1,1,2,NA,2,0,1,1,2,NA,1,41074,41080,41100,41105,41110,NA,89.999968,15.8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,40,42,52,0,0,0,0,0,0,0,0,0,0,0,0,0
21A,21A-6,4,25,55,50,43,NA,0.592713058,0,21.05649376,2.986995697,11.18124962,NA,35.60786700000,-83.44836700000,7.38244628906,269,-9.53160762787,1655.80969238000,15.50334167480,68.49429321290,13.8,17.1,15.8,17.7,18.3,NA,89.8,83.7,91.5,91.29,84.1,NA,1,0,0,0,1,NA,2,0,1,1,2,NA,2,0,1,1,2,NA,1,41074,41080,41100,41105,41110,NA,89.51385533,18.6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,55,50,43,0,0,0,0,0,0,0,0,0,0,0,0,0
21A,21A-7,29,NA,NA,NA,NA,NA,0.592713058,0,21.05649376,2.986995697,11.18124962,NA,35.60778900000,-83.44860400000,7.53735351563,146,-9.78049278259,1658.50805664000,17.13094711300,11.33464527130,13.8,NA,NA,NA,NA,NA,89.8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,41074,NA,NA,NA,NA,NA,89.51385533,18.6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21B,21B-1,9,13,17,11,22,NA,1.192144632,0,21.78936958,3.192962646,11.18124962,NA,35.60957000000,-83.44845000000,-3.43994140625,44,-7.99298715591,1575.34729004000,26.98245429990,342.57568359400,13.8,16.2,16.2,17.6,16.9,NA,89.8,91,91.2,90.4,93.1,NA,1,0,0,0,1,NA,2,0,1,1,2,NA,2,0,1,1,2,NA,0,41074,41080,41100,41105,41110,NA,92.77775467,21.4,40,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,17,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0
21B,21B-2,17,14,17,15,25,NA,1.192144632,0,21.78936958,3.192962646,11.18124962,NA,35.60962500000,-83.44852200000,-3.32287597656,44,-8.10212898254,1574.11486816000,28.12973594670,343.19543457000,13.8,16.2,16.2,17.6,16.9,NA,89.8,91,91.2,90.4,93.1,NA,1,0,0,0,1,NA,2,0,1,1,2,NA,2,0,1,1,2,NA,0,41074,41080,41100,41105,41110,NA,92.77775467,27.4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,17,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0
21B,21B-3,4,13,13,19,23,NA,1.192144632,0,21.78936958,3.192962646,11.18124962,NA,35.60957800000,-83.44864000000,-3.34265136719,44,-7.50584554672,1572.75390625000,30.48072814940,341.52917480500,13.8,16.2,16.2,17.6,16.9,NA,89.8,91,91.2,90.4,93.1,NA,1,0,0,0,1,NA,2,0,1,1,2,NA,2,0,1,1,2,NA,0,41074,41080,41100,41105,41110,NA,93.05553333,31.2,65,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,13,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0
21B,21B-4,6,21,20,18,31,NA,1.192144632,0,21.78936958,3.192962646,11.18124962,NA,35.60960500000,-83.44871100000,-3.72656250000,44,-8.17098808289,1570.98596191000,32.52751541140,341.04302978500,13.8,16.2,16.2,17.6,16.9,NA,89.8,91,91.2,90.4,93.1,NA,1,0,0,0,1,NA,2,0,1,1,2,NA,2,0,1,1,2,NA,0,41074,41080,41100,41105,41110,NA,92.77775467,30.4,70,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,20,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0
21B,21B-5,7,10,10,14,16,NA,1.192144632,0,21.78936958,3.192962646,11.18124962,NA,35.60989500000,-83.44812000000,-10.84033203130,45,-4.12382698059,1571.09777832000,14.45153713230,244.09066772500,13.8,16.2,16.2,17.6,16.9,NA,89.8,91,91.2,90.4,93.1,NA,1,0,0,0,1,NA,2,0,1,1,2,NA,2,0,1,1,2,NA,1,41074,41080,41100,41105,41110,NA,90.55552533,18.8,90,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,9,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0
21B,21B-6,11,11,16,20,20,NA,1.192144632,0,21.78936958,3.192962646,11.18124962,NA,35.60992600000,-83.44861100000,-8.17004394531,7,-3.93458557129,1566.24401855000,20.27057266240,208.29103088400,13.8,16.2,16.2,17.6,16.9,NA,89.8,91,91.2,90.4,93.1,NA,1,0,0,0,1,NA,2,0,1,1,2,NA,2,0,1,1,2,NA,1,41074,41080,41100,41105,41110,NA,90.416636,21,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,16,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23-1,8,5,8,13,11,NA,1.094971776,1.689014912,0,9.027230263,11.18124962,NA,35.59520000000,-83.45961000000,3.42077636719,89,-8.29804515839,1719.19238281000,7.02974319458,170.73970031700,12.9,14.7,17.4,16.3,17,NA,88.9,87.6,78.5,90.3,87.8,NA,1,0,0,0,0,NA,2,0,0,2,1,NA,2,1,0,2,1,NA,0,41074,41078,41099,41104,41110,NA,92.15275267,46.4,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23-2,4,9,7,13,14,NA,1.192144632,0,21.78936958,3.192962646,11.18124962,NA,35.59511400000,-83.45960000000,3.23046875000,86,-8.76510429382,1717.08203125000,13.56542396550,166.85096740700,12.9,14.7,17.4,16.3,17,NA,88.9,87.6,78.5,90.3,87.8,NA,1,0,0,0,0,NA,2,0,0,2,1,NA,2,1,0,2,1,NA,0,41074,41078,41099,41104,41110,NA,92.56942067,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23-3,7,9,8,8,16,NA,1.192144632,0,21.78936958,3.192962646,11.18124962,NA,35.59518700000,-83.45970500000,2.85803222656,89,-8.02165985107,1719.20471191000,6.18873023987,175.99186706500,12.9,14.7,17.4,16.3,17,NA,88.9,87.6,78.5,90.3,87.8,NA,1,0,0,0,0,NA,2,0,0,2,1,NA,2,1,0,2,1,NA,0,41074,41078,41099,41104,41110,NA,92.916644,37.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23-4,1,NA,NA,NA,NA,NA,1.192144632,0,21.78936958,3.192962646,11.18124962,NA,35.59504600000,-83.45986500000,2.48840332031,98,-8.09147453308,1716.30957031000,13.71286392210,161.71659851100,12.9,NA,NA,NA,NA,NA,88.9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,41074,NA,NA,NA,NA,NA,93.19442267,41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24-1,0,5,12,0,8,NA,2.444865227,1.986667871,0.449912935,8.428229332,0,NA,35.58980400000,-83.46985600000,-4.56176757813,222,-6.49853229523,1781.38793945000,20.17365074160,139.43559265100,13.6,14.1,15.9,17,17.2,NA,88.5,86.6,87.1,86.5,75.4,NA,1,0,0,1,0,NA,2,1,1,2,1,NA,2,2,1,2,1,NA,1,41074,41077,41099,41104,41107,NA,71.73602067,0,100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,10,3,3,3,0,0,0,0,0,0,0,1,1,1,3,3,0,2,2,4,5,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24-2,1,4,3,6,3,NA,2.444865227,1.986667871,0.449912935,8.428229332,0,NA,35.58964700000,-83.47001200000,-4.03125000000,351,-6.63936233521,1784.87121582000,14.98898983000,116.22148895300,13.6,14.1,15.9,17,17.2,NA,88.5,86.6,87.1,86.5,75.4,NA,1,0,0,1,0,NA,2,1,1,2,1,NA,2,2,1,2,1,NA,1,41074,41077,41099,41104,41107,NA,72.708246,2.2,75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,9,4,4,0,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24-3,2,15,4,3,7,NA,2.444865227,1.986667871,0.449912935,8.428229332,0,NA,35.58940200000,-83.46997600000,-1.59887695313,438,-4.82264757156,1783.08117676000,16.74476432800,84.93941497800,13.6,14.1,15.9,17,17.2,NA,88.5,86.6,87.1,86.5,75.4,NA,1,0,0,1,0,NA,2,0,1,2,1,NA,2,1,1,2,1,NA,1,41074,41077,41099,41104,41107,NA,86.31940067,28.4,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24-5,1,2,4,4,7,NA,2.444865227,1.986667871,0.449912935,8.428229332,0,NA,35.59072200000,-83.46972500000,0.45446777344,128,-7.47903347015,1794.57763672000,4.00865554810,14.91592788700,13.6,14.1,15.9,17,17.2,NA,88.5,86.6,87.1,86.5,75.4,NA,1,0,0,1,0,NA,2,1,1,2,1,NA,2,2,1,2,1,NA,1,41074,41077,41099,41104,41107,NA,90.06941267,17,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24-6,3,16,5,8,18,NA,2.444865227,1.986667871,0.449912935,8.428229332,0,NA,35.59070000000,-83.46994700000,0.72436523438,273,-8.08171844482,1796.16455078000,9.38771438599,63.53371047970,13.6,14.1,15.9,17,17.2,NA,88.5,86.6,87.1,86.5,75.4,NA,1,0,0,1,0,NA,2,1,1,2,1,NA,2,2,1,2,1,NA,1,41074,41077,41099,41104,41107,NA,89.166632,15.6,70,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,5,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0
